ra,dec,pmra,pmdec,CMC15[dm|r|ra|dec|t],Pan-STARRS DR1[dm|r|ra|dec|t],2MASS All-Sky[dm|r|ra|dec|t],SDSS DR12[dm|r|ra|dec|t],URAT1[dm|r|ra|dec|t],UCAC4[dm|r|ra|dec|t]
40.049288506898854,47.87550871224251,110.02070686900109,-168.12640927872852,0.31|3.119|40.048542|47.876208|2003.1,1.15|1.21|40.04901292|47.87578193|2012.1,1.34|22.837|40.058581|47.876732|2000.7,3.69|22.937|40.058623|47.876733|2003.1,0.96|0.998|40.0490522|47.8757283|2013.5,1.02|3.124|40.0485424|47.87621|2000.0
163.91715086998158,-29.33162246922584,137.23411561862898,-74.81772852711114,0.02|1.568|163.916727|-29.331409|2006.2,0.03|0.176|163.91711077|-29.33160282|2012.5,0.08|2.447|163.916483|-29.331289|2000.1,,,0.01|2.467|163.9164574|-29.3313187|1976.1
356.5436338975967,52.25468446018099,-10.843444729702243,-10.0312061904325,,0.16|17.193|356.53591146|52.25530786|2012.2,2.89|14.147|356.538498|52.257034|1999.8,0.5|14.036|356.538436|52.256929|1999.8,2.52|24.978|356.5437853|52.261625|2013.4,nan|18.049|356.5516742|52.2536917|1980.5
356.5209358154615,52.390974285475714,-2.660528108276237,0.7184512206891875,,0.27|20.923|356.51738527|52.3963669|2012.5,5.06|22.624|356.529247|52.394699|1999.8,0.21|20.925|356.517379|52.396366|1999.8,3.73|27.62|356.5217192|52.3833194|2013.5,3.73|27.671|356.5218156|52.3833089|1994.9
100.80723892981577,-17.107991014258207,9.19229201853472,19.379513164043484,0.41|0.181|100.807226|-17.108044|2006.5,1.76|0.037|100.80723785|-17.10798929|2013.2,0.19|6.841|100.805889|-17.106607|2000.0,,,1.6|6.839|100.805903|-17.1065953|1994.9
274.27071687706444,-23.65072294366161,-2.221289425634467,-4.464532516647714,1.24|5.533|274.269753|-23.649464|2003.4,0.08|29.543|274.26295412|-23.64663258|2012.1,4.07|29.494|274.265352|-23.644167|1999.4,,,nan|19.071|274.2744145|-23.6547962|1991.7
274.3436423624724,-23.61310747463216,5.599300062229093,-0.056008317442438615,1.66|25.968|274.341325|-23.60621|2003.4,0.16|18.946|274.34895214|-23.61512426|2012.1,3.71|1.953|274.343138|-23.612829|1999.4,,,4.68|17.83|274.3467198|-23.6171781|1999.3
268.60742603173014,-29.737529792653948,2.2479370459568906,21.007103052522773,1.26|29.91|268.610887|-29.729776|2003.5,,4.48|20.408|268.60167|-29.740187|1998.5,,,nan|3.508|268.606353|-29.7372628|1999.3
167.72773567696404,-3.2428164600502036,-42.241502677610995,-47.973533404454784,0.5|0.709|167.72786|-3.242662|2003.3,1.69|0.08|167.72773068|-3.24280102|2012.1,2.7|1.066|167.727946|-3.242605|1999.0,2.54|0.991|167.727912|-3.242603|2000.1,1.88|0.14|167.7277311|-3.2427828|2014.2,1.88|1.013|167.7279112|-3.2425948|1997.3
169.84084408016474,-1.6562545713762271,-220.21322975885388,-150.8487346422944,0.2|4.355|169.841853|-1.65558|1999.3,0.37|10.83|169.8436898|-1.65525994|2011.4,1.05|4.466|169.841848|-1.65552|1999.0,0.53|12.389|169.844156|-1.655295|2000.1,nan|0.384|169.8409353|-1.6561931|2014.2,nan|4.111|169.8417906|-1.6556092|1991.2
169.84337297581226,-1.6555528334275835,-220.86933951632545,-154.32141213179628,0.41|4.845|169.844536|-1.654867|1999.3,0.17|3.746|169.84305815|-1.65456649|2010.4,0.29|5.513|169.841848|-1.65552|1999.0,0.23|2.948|169.844156|-1.655295|2000.1,nan|0.367|169.8434567|-1.6554897|2014.2,nan|4.167|169.8443236|-1.6548859|1991.2
169.3044850141792,-1.9819158210325067,-568.3316602332247,-14.295499119701502,0.04|8.164|169.30676|-1.981864|2001.1,1.52|1.587|169.30458612|-1.98148873|2012.9,1.68|9.421|169.307109|-1.981847|1999.0,1.23|8.16|169.306759|-1.981868|2001.2,1.04|0.852|169.3047278|-1.9819031|2014.0,1.04|8.696|169.3069077|-1.9818506|2000.0
112.73963476664564,12.641156791077124,-18.443581055980502,-105.44322111740746,0.79|1.487|112.739852|12.641509|2001.3,,2.06|15.101|112.74294|12.638461|1997.8,,0.37|0.469|112.7397739|12.6411367|2013.8,0.38|1.588|112.7398553|12.6415392|2001.8
110.94648164730957,12.962888905296435,84.36700053614838,-425.07330127608185,0.07|6.269|110.94614|12.964591|2001.1,1.06|5.967|110.94615603|12.96450856|2012.3,1.43|7.768|110.94606|12.965|1997.8,,1.95|0.608|110.9464414|12.9630456|2014.1,2.06|6.949|110.9461224|12.96478|1991.3
155.56128447169942,41.24009398994168,-119.93307883199488,-140.0831046566728,2.55|26.235|155.552876|41.23647|2003.1,0.45|22.155|155.56306166|41.24609716|2013.3,4.76|3.126|155.562043|41.240746|1998.3,,nan|0.294|155.5613197|41.2401675|2013.3,
155.54331934470977,41.22893542308993,-120.57269903232714,-138.14445325327517,0.48|2.503|155.544149|41.229242|2003.1,0.65|4.154|155.5433457|41.22777699|2010.1,0.73|3.211|155.544047|41.229637|1998.3,,nan|0.345|155.5434117|41.2289992|2013.7,nan|2.853|155.5440112|41.2295306|1991.2
153.3788507760431,40.379203697794026,-160.483572406972,-94.94325582090171,0.95|2.327|153.379577|40.379537|2003.0,2.43|0.513|153.37901352|40.37927303|2012.7,0.51|20.908|153.375725|40.384495|1998.2,2.69|2.26|153.379549|40.379536|2003.2,nan|0.332|153.3789536|40.3792511|2013.8,nan|2.477|153.37965|40.3795239|2000.0
153.73301792525385,40.87058602119497,-248.89730990794024,-9.893185578068415,0.07|3.141|153.734174|40.870615|2003.0,1.25|1.086|153.73341355|40.87052714|2012.6,1.83|4.293|153.734597|40.870621|1998.2,1.24|3.164|153.734181|40.870634|2003.2,nan|0.445|153.7331833|40.8705956|2013.8,nan|3.881|153.7344453|40.8706256|1998.9
278.6933962114404,3.6896721950732148,-1.1977257925772764,0.5192093502349784,1.93|24.961|278.693855|3.696597|2000.4,0.02|24.378|278.68666599|3.68886434|2011.9,3.02|27.161|278.697856|3.695775|1999.6,,2.33|22.335|278.6948625|3.6836475|2013.6,nan|22.275|278.6948539|3.6836625|1995.7
279.07728036812256,3.6955411773997353,-7.360654290681138,-4.065790468279904,3.22|27.573|279.069746|3.696974|2000.4,0.16|24.343|279.07255406|3.70038663|2012.1,4.33|16.246|279.078154|3.699976|1999.6,,nan|16.237|279.0782056|3.6999631|2013.1,
278.71279106332594,3.596325942255392,-10.858184692585272,5.0444634980991525,3.08|17.526|278.707936|3.596733|2002.4,0.07|28.924|278.71548058|3.58875683|2012.1,3.78|11.834|278.710709|3.598874|1999.6,,2.34|9.009|278.7152783|3.5966947|2013.6,nan|9.046|278.7152856|3.5967142|1987.2
278.6356597773924,3.696459341834572,-5.520478577599526,5.894768057821668,2.68|19.959|278.630859|3.699245|2000.4,0.26|20.946|278.63769079|3.70192147|2011.8,3.49|20.903|278.637657|3.701921|1999.6,,2.59|22.763|278.6413308|3.6936322|2013.6,nan|22.81|278.6413536|3.6936489|1996.3
269.1552328580509,-43.21699408059563,-5.893622454525504,-82.85588101608221,,,0.07|27.495|269.164964|-43.214138|1999.5,,,0.96|27.49|269.1575077|-43.2244439|1992.1
269.02736657190053,-42.929164514386684,-28.299426695990967,-87.8237344745471,,,0.18|23.761|269.019717|-42.925678|1999.5,,,0.81|18.93|269.0345083|-42.9285481|1995.0
261.7779388097124,-60.26911290690324,-91.1653035432534,-80.00827356741989,,,0.61|26.396|261.790642|-60.265347|2000.3,,,1.6|26.348|261.7905898|-60.2653295|1996.0
262.0196292970626,-60.08939088637458,6.79236790588504,8.818911102712491,,,3.96|14.664|262.026797|-60.091351|2000.3,,,
270.2042311554489,-29.601400871795768,27.37569403454545,27.16454517972753,1.66|29.677|270.21261|-29.597525|2003.4,,4.99|21.227|270.200868|-29.596279|1999.5,,,nan|10.895|270.2058703|-29.598722|1997.3
203.2728713097051,-58.461486461023256,-63.211568354813004,-50.26550594839403,,,3.54|28.376|203.26177|-58.466808|2000.2,,,
280.44902530769605,-10.654463350263038,-22.62417633319727,10.856117374330463,1.98|20.07|280.444089|-10.657193|2003.7,0.51|5.596|280.4484616|-10.65300764|2012.3,3.48|11.234|280.447782|-10.657326|1999.6,,nan|5.427|280.4485058|-10.6530414|2013.3,nan|19.515|280.4461074|-10.6498614|2000.4
280.4875395347375,-10.296388417965998,-25.96804856742796,-18.90932754762772,3.45|14.583|280.483479|-10.295754|2002.5,0.11|26.606|280.48871477|-10.3036832|2012.3,4.96|16.027|280.488548|-10.292041|1999.6,,nan|7.964|280.4853711|-10.2958219|2013.3,nan|26.679|280.4867792|-10.2890103|1999.5
280.29515269669326,-10.508255231880684,-35.658668289706284,18.738325079343678,1.99|17.439|280.290769|-10.506051|2002.6,0.31|20.028|280.2914169|-10.51242179|2012.0,2.92|29.733|280.288324|-10.51305|1999.5,,nan|5.159|280.2963099|-10.5091289|2013.3,nan|16.178|280.2974648|-10.5043689|1959.6
280.3421405637621,-10.575301167793217,-21.10770019054132,5.853175540672835,2.36|29.686|280.347722|-10.581457|2003.2,0.07|23.163|280.33888476|-10.58087309|2012.1,4.36|6.827|280.343943|-10.575988|1999.5,,4.02|16.697|280.3424592|-10.5799231|2013.9,4.06|16.867|280.3424859|-10.5799687|1993.3
280.6024767167728,-10.389575813700064,-264.70687523706937,179.30628585823254,2.65|23.862|280.609082|-10.390915|2002.6,0.04|29.074|280.5958714|-10.39435822|2012.0,4.78|17.92|280.60232|-10.394545|1999.6,,3.38|14.485|280.605987|-10.3874933|2014.0,4.54|15.278|280.6004662|-10.3933214|2000.4
280.3355267956653,-10.562669785928854,-37.3392234558637,10.099037811264733,2.08|28.888|280.328816|-10.567223|2003.7,0.12|15.058|280.33413138|-10.55871465|2012.0,4.09|24.176|280.329049|-10.564777|1999.5,,nan|1.829|280.3357847|-10.5631078|2013.3,nan|7.685|280.3341312|-10.5610339|1999.2
305.5078399217981,-36.8847338562453,75.7395607636172,-206.35451468331627,0.78|1.948|305.507615|-36.884219|2006.6,,0.17|22.76|305.510094|-36.890789|1998.7,,,nan|3.662|305.5073933|-36.883777|1998.7
305.59377762229616,-37.046547763893315,343.56973860039454,-25.52417026148309,0.77|3.307|305.592639|-37.046442|2005.6,,3.08|5.944|305.591718|-37.046444|1998.7,,,nan|5.934|305.5917224|-37.0464337|1997.6
193.21766742391893,15.840263035702494,-55.15856547309282,-286.48912724549024,0.87|3.941|193.217897|15.841335|2001.8,1.99|1.179|193.21772834|15.84058491|2011.5,3.0|4.975|193.217932|15.841621|1998.1,2.24|3.623|193.217848|15.841254|2003.1,2.14|0.513|193.2176936|15.8404028|2013.8,2.14|4.102|193.2178845|15.8413828|2000.0
281.9049860056485,-20.03295420656579,-223.855849772179,-215.93300984624364,3.24|23.684|281.906715|-20.039325|2006.4,0.02|9.8|281.9056451|-20.03029591|2012.1,3.86|24.057|281.903171|-20.039408|1998.6,,4.22|28.287|281.8993|-20.0271922|2014.1,3.79|28.359|281.8992971|-20.0271675|1998.3
267.69393107216496,-30.622372290944128,281.81737022670774,-178.13310054966706,1.03|4.562|267.695388|-30.622593|2005.9,0.31|24.124|267.70123467|-30.62002388|2014.1,3.72|21.572|267.696901|-30.62779|1998.6,,,4.32|8.155|267.692685|-30.6203753|1997.6
267.7264644680661,-30.574234606988373,7.037506555666868,24.127952391177867,2.54|14.589|267.731015|-30.573168|2005.9,0.14|19.883|267.7290406|-30.57929044|2012.4,4.86|25.578|267.730414|-30.567987|1998.6,,,5.13|9.836|267.7234477|-30.5734023|1991.3
267.71105543028824,-30.675942724206106,-21.36780761010024,16.417814432947182,2.17|13.35|267.70794|-30.673381|2005.5,0.2|25.453|267.7131801|-30.66910556|2012.7,4.78|29.256|267.710397|-30.667831|1998.6,,,3.94|5.785|267.7109415|-30.6775409|1996.5
267.67449974513823,-30.61364133185208,-147.2954877047436,170.4806560624436,2.43|5.742|267.675491|-30.614988|2005.9,0.1|15.684|267.66986667|-30.61189647|2012.5,5.51|20.689|267.669683|-30.617609|1998.6,,,nan|12.223|267.6782709|-30.614655|1978.4
267.6224611813375,-30.677932109889397,-10.87930313425154,-6.246996110477128,0.24|18.895|267.621199|-30.672793|2005.5,1.42|28.442|267.61382357|-30.67525665|2013.4,2.95|18.035|267.627735|-30.675785|1998.6,,,2.5|7.584|267.6207324|-30.6764412|1994.9
274.0082982427905,-22.77237980779434,8.673159911937843,-2.3857242960905802,2.2|11.465|274.006642|-22.775165|2006.5,0.26|19.225|274.00263208|-22.77344772|2012.0,4.35|10.073|274.005401|-22.771564|1999.4,,,nan|14.148|274.0122903|-22.7709792|1988.8
297.87354965778775,37.38330956284433,-32.097952316912306,-7.5485649892252775,3.18|16.162|297.871265|37.379212|2001.7,0.06|13.751|297.87638795|37.38022904|2011.9,3.8|24.621|297.870896|37.38982|1998.4,,6.61|3.026|297.8733094|37.3824983|2013.5,nan|3.025|297.8733118|37.3824981|1998.3
21.224986519509205,-15.429095131825285,124.76998050759342,-102.96570232848957,,2.45|0.165|21.22495251|-15.42906799|2012.6,3.4|2.692|21.224369|-15.428648|1998.6,,,
18.87688030373421,-15.55589486997634,343.4414451015394,-266.0100970918996,0.28|4.231|18.875926|-15.555168|2005.9,1.47|0.252|18.87682105|-15.55586075|2012.5,2.43|7.436|18.875175|-15.554648|1998.5,,,1.65|6.935|18.8753274|-15.5546862|2000.0
19.393012590735463,-15.505364955849952,278.06069327566604,-475.1786620053447,0.02|5.282|19.392252|-15.504096|2005.9,0.77|7.888|19.39186086|-15.50347766|2001.2,1.58|9.385|19.391686|-15.503095|1998.5,,,0.89|8.681|19.3917524|-15.5032837|2000.0
174.0684743020356,56.400009874775826,165.69940562303933,-96.80187083295273,,2.23|0.18|174.0683906|56.40002769|2012.3,3.16|3.151|174.067154|56.40049|1999.2,2.5|2.531|174.067369|56.400355|2002.0,2.28|0.382|174.068327|56.4000758|2013.8,2.3|2.403|174.0674756|56.4003825|2000.0
174.14733238301244,56.13496210567809,-179.67614553281987,-91.21809632138849,,0.11|6.148|174.14845276|56.13336977|2012.7,0.81|6.258|174.149581|56.133755|1999.2,0.38|4.282|174.149023|56.134234|2002.0,nan|0.355|174.1474931|56.1349983|2013.9,nan|3.129|174.1487239|56.1353503|1991.2
174.14810210004654,56.133296403840724,-186.2333088841956,-104.81373932595406,,0.14|4.902|174.14794549|56.13465237|2012.3,1.26|3.403|174.149581|56.133755|1999.2,0.07|3.859|174.149023|56.134234|2002.0,nan|0.424|174.1482583|56.1333719|2013.8,nan|1.895|174.1489936|56.133465|2003.2
173.53486996764545,55.88855925863442,-179.600104764538,44.373792129830115,,1.61|1.252|173.5352384|55.88827678|2011.6,2.65|3.063|173.536348|55.888367|1999.2,2.14|2.29|173.53598|55.888429|2003.2,1.75|0.291|173.5350119|55.8885472|2013.8,1.74|2.294|173.5359798|55.8884231|2000.0
212.21119066637797,4.538293144005249,292.046090807359,-399.503897879753,0.04|7.338|212.209977|4.53993|2000.7,1.2|1.997|212.21072738|4.53859248|2011.6,1.74|7.421|212.209964|4.539949|2000.2,1.18|7.531|212.20993|4.539962|2000.4,1.02|0.763|212.2110739|4.5384672|2014.0,1.02|7.687|212.209925|4.5400123|1991.6
213.2626106740408,5.1081921325016415,167.51956771573754,-171.66359112041408,0.82|3.729|213.261897|5.108941|1999.4,1.97|0.471|213.26250276|5.10825841|2012.0,3.02|3.657|213.261923|5.108938|2000.2,2.68|3.389|213.261966|5.108876|2001.2,2.1|0.399|213.2625436|5.1082769|2013.9,2.1|3.657|213.2619312|5.1089453|1999.5
267.7375938078705,-56.60485813537632,-1058.4489826284967,-685.3876426421575,,,2.29|18.839|267.745603|-56.602024|2000.4,,,nan|21.727|267.7467777|-56.601547|1998.4
267.09216145004683,-56.703984615938104,24.639097605478863,-48.61876602467599,,,1.98|27.542|267.079491|-56.707153|1999.6,,,1.54|0.83|267.0919577|-56.7037809|1996.3
267.49312238978655,-56.99658322912754,-2.3660085226557417,38.25418582530715,,,2.95|24.978|267.481659|-56.993565|1999.6,,,
12.84915676595493,17.84435663312091,-122.80449395214285,-225.11993969749958,0.31|22.295|12.851657|17.838637|2001.4,0.05|22.223|12.85165498|17.83865797|2013.0,1.32|22.153|12.851652|17.838678|1998.9,0.02|22.295|12.851682|17.838647|2008.9,0.05|22.264|12.8516572|17.8386464|2013.3,0.05|22.241|12.8516545|17.8386525|1988.8
98.0917881330045,0.7394073018807165,-239.65486016941463,-18.990891449573844,0.22|3.721|98.092824|0.739495|2000.0,1.52|0.573|98.09195074|0.73943135|2012.7,2.39|3.716|98.092822|0.7395|1999.9,7.16|19.069|98.096109|0.736328|1998.9,1.7|0.292|98.0918753|0.7394086|2014.1,1.7|3.647|98.092803|0.7394995|2000.0
82.184625393446,-32.872771255006235,-34.73324686886449,54.997891280886364,,2.24|0.066|82.18463758|-32.87279333|2014.8,4.4|1.062|82.184828|-32.87302|1999.0,,,
83.1971964361602,-32.323726014607814,-20.215178780041786,-227.55712903728846,0.06|1.285|83.197227|-32.323375|2009.8,nan|0.099|83.19723123|-32.32374087|2015.0,2.08|3.723|83.197306|-32.322701|1999.0,,,1.37|3.744|83.1973315|-32.322697|2000.0
82.43627214207733,-32.653924687648946,15.195684197275481,10.741326727629506,0.86|0.209|82.436229|-32.653972|2009.2,nan|14.836|82.43462186|-32.65005125|2014.9,3.07|0.287|82.436183|-32.653942|1999.0,,,2.18|0.327|82.4361842|-32.6539767|1985.4
128.98835611104937,43.30869463070543,-128.79353344580204,24.860921595090666,,3.34|0.3|128.98847475|43.30867942|2013.1,4.11|1.74|128.98902|43.308628|1999.9,2.97|1.099|128.988779|43.308663|2006.8,nan|0.164|128.9884236|43.3086925|2013.7,
128.78494143786241,43.64228275996491,152.9697371315261,-236.0770113465789,0.42|3.498|128.784195|43.643082|2003.1,1.97|0.336|128.7848718|43.64235311|2012.2,2.84|4.281|128.784032|43.643265|2000.3,2.28|4.08|128.784097|43.643229|2001.1,2.16|0.581|128.7848237|43.6424117|2013.8,2.13|3.753|128.7841298|43.6431356|2000.0
129.3125021202753,44.56004892967896,-32.40349205304081,-7.99916793915566,0.13|0.372|129.312642|44.560081|2002.9,,2.08|0.611|129.312733|44.560097|1999.1,1.65|0.507|129.312695|44.560086|2001.1,1.43|0.088|129.3125175|44.5600664|2013.7,1.43|0.47|129.3126827|44.5600798|1999.3
298.3533326068138,24.50516821697027,-5.286775246913332,1.5477066335505962,,0.11|28.989|298.35433608|24.51317559|2012.0,2.73|29.432|298.361916|24.502739|1998.3,,nan|8.56|298.3507268|24.5052356|2013.7,nan|19.862|298.3588068|24.5075592|2001.7
298.5395993963224,24.520603871045427,-18.916448444280483,-7.61772024770088,,0.08|10.113|298.54268662|24.520422|2012.2,3.33|24.929|298.544437|24.525961|1998.3,,nan|7.062|298.5402706|24.5187439|2013.4,
298.47976163160024,24.441435059080767,-3.4847434194523643,-5.520808898046218,2.23|10.785|298.482888|24.440488|2001.5,0.1|10.129|298.47703397|24.44012936|2012.2,2.85|16.543|298.475018|24.442995|1998.3,,nan|0.184|298.4797747|24.4414919|2013.4,nan|15.152|298.4773689|24.4450389|1998.1
280.56431017468617,-17.364618361367082,626.7707084564221,-525.3748031785498,3.28|27.519|280.572277|-17.363766|2002.7,0.01|16.537|280.5619129|-17.36859203|2011.8,4.36|14.524|280.56127|-17.367409|1998.3,,6.95|10.994|280.5671957|-17.3659458|2014.3,nan|3.935|280.5648768|-17.3636589|1995.2
280.4513275982054,-17.392499827174227,-39.62542598284639,-19.815107010122183,2.92|26.679|280.45514|-17.386034|2002.7,0.13|25.949|280.45881973|-17.39152764|2011.9,3.38|23.441|280.456595|-17.396641|1998.3,,6.12|27.343|280.4523087|-17.4000322|2014.1,nan|27.361|280.4522936|-17.4000389|1998.6
202.14480402735137,-63.80543912701865,-11.036343196727683,6.911457469371655,,,3.69|21.916|202.158343|-63.806641|2000.1,,,5.28|5.861|202.1468121|-63.8040684|1996.6
202.07574536471367,-63.73871876030089,3.115200940581145,19.719485888117926,,,4.43|20.891|202.062855|-63.737694|2000.1,,,nan|6.293|202.076035|-63.736975|1992.9
201.8286053656036,-63.886490332982255,-48.2376576256011,-24.994057624623913,,,5.1|20.416|201.838748|-63.889999|2000.1,,,nan|9.346|201.8251448|-63.888587|1989.1
202.6331341166681,-63.653570289356296,-40.15108401616863,-42.79371568544879,,,4.79|10.791|202.639364|-63.652393|2000.1,,,5.6|18.546|202.6351806|-63.6586431|1997.8
201.95224427243613,-63.891153678953046,-45.260349261124446,-20.43724736813945,,,4.1|28.23|201.953559|-63.898975|2000.1,,,4.31|22.241|201.9493509|-63.8851103|1997.3
279.567039706464,-11.15176302384771,-19.012184916629657,6.077652696565063,2.92|17.722|279.562173|-11.152929|2002.6,0.18|27.361|279.57317269|-11.15640873|2012.3,4.88|26.033|279.562884|-11.157725|1999.5,,4.16|24.403|279.5731031|-11.1550186|2014.1,4.16|24.666|279.5731324|-11.1551173|1992.5
183.08987058338704,54.490160687245684,239.1359478489093,89.64476415833626,,0.02|15.02|183.08870994|54.48604095|2013.4,2.94|4.12|183.088019|54.489765|1999.4,1.22|16.653|183.087181|54.485804|2002.0,1.29|14.843|183.088448|54.4861189|2013.7,1.52|17.011|183.0869186|54.485755|1991.4
181.4431226670121,53.93022542974778,-105.83733713981087,-75.59719963171709,,1.45|0.764|181.44334|53.93039174|2012.1,2.29|2.192|181.443977|53.930565|1999.0,4.11|1.924|181.443876|53.93052|2002.0,1.49|0.27|181.4432267|53.930265|2013.7,1.52|2.076|181.4439289|53.9305492|2000.3
182.86447563391297,53.42099698709027,-170.3763331986841,-130.2861633895838,,1.23|0.265|182.86447788|53.42106844|2013.8,0.99|10.081|182.861663|53.418751|1999.0,0.95|3.033|182.865732|53.42061|2002.0,nan|0.385|182.8646168|53.42106|2013.8,nan|2.579|182.8654483|53.4214148|2000.0
182.8603808050676,53.41814454929289,-172.30088468532998,-134.17369151375456,,0.96|13.721|182.86447788|53.42106844|2013.8,1.26|3.519|182.861663|53.418751|1999.0,0.69|14.518|182.865732|53.42061|2002.0,nan|0.409|182.8605278|53.4182136|2013.8,nan|3.411|182.8616406|53.4187195|1991.5
183.08863752953303,54.48615304453676,232.38028936978526,92.08513409062544,,1.32|0.506|183.08840774|54.48619757|2013.6,0.13|13.075|183.088019|54.489765|1999.4,1.84|3.221|183.087199|54.485829|2002.3,1.78|0.41|183.088448|54.4861189|2013.7,1.55|3.864|183.0869186|54.485755|1991.4
181.4475382963645,53.91526956659965,-109.41724295049774,-79.63091192820173,,0.03|1.097|181.44755069|53.91557181|2011.9,1.39|2.222|181.448375|53.915638|1999.0,0.98|2.075|181.448276|53.915645|2002.0,1.09|0.27|181.4476433|53.9153083|2013.8,0.73|2.118|181.4483474|53.9156112|1989.2
248.69222830419585,-59.74304885236887,-68.30136075158279,112.32252798147005,,,3.51|29.432|248.691899|-59.734871|1999.6,,,5.59|24.739|248.680693|-59.7466998|1995.7
249.73125420238983,-59.486334381407964,23.954031653049768,-18.46987087050376,,,0.23|27.274|249.738087|-59.493069|1999.6,,,nan|0.85|249.7317327|-59.4863342|1995.9
249.73194445460243,-59.48635227507646,23.92997811470832,-5.541454587306761,,,0.54|19.24|249.724661|-59.4902|1999.6,,,nan|0.415|249.7317327|-59.4863342|1995.9
288.6289497366052,-46.91213349691287,78.17042295877772,21.33780953222545,,,2.47|1.409|288.628411|-46.912247|1999.5,,,1.66|1.279|288.6284595|-46.9122317|1992.5
287.7174310869795,-47.161355044445656,-56.018890583602065,-634.2987448494905,,,1.94|10.304|287.717795|-47.158497|1999.5,,,1.45|10.766|287.7178221|-47.15837|2000.0
283.10774950710413,-37.51047453003713,425.74318050797655,-79.14639956236644,0.75|3.658|283.106495|-37.510293|2007.2,,2.99|6.957|283.105365|-37.510101|1999.5,,,5.31|29.865|283.116575|-37.5060089|1977.2
305.3424286634982,35.30949233883115,49.07021766861679,-134.5181962598883,0.28|1.802|305.342208|35.309963|2003.2,1.56|0.096|305.34240624|35.30948676|2012.7,1.69|16.903|305.343433|35.304874|1998.4,,1.6|0.25|305.3423983|35.3095606|2013.7,1.6|2.213|305.3421653|35.310072|2001.3
300.9916091006292,10.052638937377065,2.6470718341160566,-10.689401399625437,3.34|17.487|300.991322|10.057494|2000.5,0.18|19.863|300.98670809|10.05530829|2011.3,4.0|29.824|300.989128|10.060559|2000.3,0.0|18.24|300.994379|10.048371|2004.7,5.05|26.107|300.9980119|10.05624|2014.0,nan|25.919|300.9979724|10.0562031|2000.8
301.5154453162332,10.100888506295105,2.7300969168652416,-36.37386120554946,2.25|21.49|301.509636|10.102583|2002.1,0.14|15.36|301.51152605|10.10270216|2012.1,2.34|0.368|301.515384|10.100972|2000.3,0.18|15.362|301.511535|10.102722|2004.7,nan|0.06|301.5154577|10.1008789|2013.9,nan|14.661|301.5160374|10.1049259|2001.1
109.32679712042852,-8.045747815358647,-60.88328021707631,-234.30414062057395,0.66|2.347|109.326966|-8.045122|2006.0,1.92|0.749|109.32683851|-8.0455487|2012.4,1.85|27.976|109.31959|-8.048816|1999.1,,1.97|0.314|109.3268209|-8.0456683|2013.9,1.97|3.739|109.3270545|-8.0447456|2000.1
189.98367012710324,-12.87334694768159,-275.13266052687754,-3.165799745327893,0.54|3.31|189.984621|-12.873337|2003.4,2.04|0.114|189.98371018|-12.87334681|2014.2,3.08|4.437|189.984942|-12.873325|1999.2,2.27|2.535|189.9844|-12.873331|2006.1,nan|0.387|189.9837867|-12.8733656|2014.2,nan|4.275|189.984895|-12.8733037|1993.4
218.62453373891816,-64.0332751039531,-15.188341176337008,-29.660729049754003,,,2.73|22.105|218.6361|-64.036758|2000.2,,,nan|5.78|218.6262127|-64.031842|1993.9
116.08607777444577,-69.51061056879992,2.356793955135238,93.06022677398718,,,0.64|7.134|116.089861|-69.512093|2000.0,,,0.94|1.36|116.0859698|-69.5109923|1991.1
116.08994947173969,-69.51168368361178,8.286113823876093,90.8576719585692,,,2.39|1.457|116.089861|-69.512093|2000.0,,,2.09|5.616|116.0859698|-69.5109923|1991.1
119.93551252520626,-69.05131206740151,32.99402059813923,153.69335920629274,,,1.44|2.363|119.935195|-69.051964|2000.0,,,0.68|2.443|119.9350959|-69.0519795|1989.2
258.69358093124646,-24.68106941577572,-5.768608038477278,-9.445235974786172,2.52|10.619|258.693089|-24.67815|2003.3,0.14|9.962|258.69523517|-24.67873627|2012.4,3.38|26.294|258.690159|-24.68767|1998.5,,,nan|1.997|258.693048|-24.6813214|1989.0
145.02868179145213,-39.31136573586312,-86.03634333266433,174.50908501135655,0.38|1.317|145.028897|-39.3117|2008.5,,2.7|3.059|145.029155|-39.312141|1999.2,,,1.91|21.938|145.0342183|-39.30703|1995.3
144.68510222119522,-39.38895554874515,400.5300292145601,-361.1379818121873,0.02|3.049|144.68429|-39.3884|2009.6,,1.73|7.809|144.683027|-39.387508|2001.1,,,1.03|8.91|144.6827348|-39.3873017|2000.0
144.6694105129339,-39.614334016783545,-39.914164672383656,-37.72939421208417,0.44|0.589|144.669631|-39.614324|2010.1,,0.82|0.912|144.669584|-39.61412|2001.1,,,nan|1.529|144.6696674|-39.6139598|1991.2
131.26555757014756,-35.723753583211455,-162.29719309803025,-29.362969290177322,0.51|28.815|131.256088|-35.721553|2006.1,,0.68|14.022|131.267578|-35.727295|1999.2,,,0.85|28.771|131.2561003|-35.7215628|1997.1
262.5944906773778,19.20853082573026,381.99051064516266,-101.17959221964969,0.47|5.8|262.592848|19.208953|2001.0,1.8|1.492|262.59407062|19.20863793|2011.8,2.66|6.321|262.592701|19.208994|1999.8,,1.88|0.612|262.5943218|19.2085794|2013.9,1.86|6.154|262.5927459|19.2089737|2001.0
